"county","county_ascii","county_full","state_name","population","age_median","income_household_median","income_individual_median","home_ownership","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","highschool_or_less","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","unemployment_rate","poverty","health_uninsured"
"Emporia","Emporia","Emporia City","Virginia",5442,35.4,27063,19315,40.1,116151,694,35.4,20.6,33.8,54.39999961853027,31.8,10.8,3,13.8,27.2,23.4,27,13.9
"Yukon-Koyukuk","Yukon-Koyukuk","Yukon-Koyukuk Census Area","Alaska",5377,35.2,41413,19238,72.4,78070,741,27.2,14,40.2,54.20000076293945,32.2,8.2,5.4,13.6,34.2,17,25.4,27.1
"Beaver","Beaver","Beaver County","Oklahoma",5377,39,52349,26454,76.5,97090,708,18.7,16.2,34.9,51.10000228881836,29,17,2.9,19.9,38,4.2,11.4,13.5
"Cook","Cook","Cook County","Minnesota",5376,52.6,57432,32016,76.9,240306,651,24.2,2.9,24,26.90000009536743,32.7,27.3,13.1,40.4,41.4,2.3,12.6,6.6
"Lincoln","Lincoln","Lincoln County","Idaho",5350,35.1,50053,25216,68.2,145058,639,22.1,23.4,33.3,56.69999885559082,33.1,7.5,2.7,10.2,29.5,3.7,12.1,21.6
"Phillips","Phillips","Phillips County","Kansas",5340,44.3,50093,26056,75.7,78275,616,23,7.6,36.6,44.19999837875366,34,15.4,6.3,21.7,37.6,2.8,9.8,5.8
"Wheeler","Wheeler","Wheeler County","Texas",5338,39.6,49315,27031,66.6,83671,705,24.2,19.8,30,49.79999923706055,33.4,12.9,3.9,16.8,37.8,4.6,18.3,19.1
"Ransom","Ransom","Ransom County","North Dakota",5314,46.6,63903,32396,70.9,121727,669,22.3,9,35.4,44.400001525878906,36.5,15.6,3.6,19.2,38.8,1.3,6.4,3.4
"Warren","Warren","Warren County","Georgia",5297,45.1,37203,21098,66.6,67026,631,45,26.8,39.8,66.5999984741211,21.1,8.1,4.2,12.3,28.9,4.8,26.8,13
"Boone","Boone","Boone County","Nebraska",5279,44.8,54979,32416,76.2,121942,572,15.9,5.1,37.6,42.69999837875366,36.3,14.3,6.8,21.1,45.7,1.7,5.8,6.2
"Brule","Brule","Brule County","South Dakota",5258,40.9,57196,28873,61.7,139291,679,16.2,11.1,31.4,42.5,30.4,18.4,8.7,27.1,42.6,2,13.5,6.8
"Delta","Delta","Delta County","Texas",5249,44.3,51038,26636,78.2,92904,626,21.5,12.2,32,44.19999980926514,30.6,15.5,9.6,25.1,42.3,3,20,11.3
"Jim Hogg","Jim Hogg","Jim Hogg County","Texas",5231,32.4,33382,19364,71.6,65154,584,50.5,25.5,37.6,63.099998474121094,23.5,10.6,2.8,13.4,23.6,10.6,30.6,21.5
"Sheridan","Sheridan","Sheridan County","Nebraska",5231,46.7,45371,25100,68.8,73665,684,22,9.4,32.8,42.19999885559082,34.9,15.8,7,22.8,39.2,1.7,17.1,12.4
"Atchison","Atchison","Atchison County","Missouri",5229,48.5,50236,28101,69.7,84377,529,19.2,8.5,39,47.5,29.5,16.7,6.4,23.1,33.8,2.5,12.1,9.5
"Polk","Polk","Polk County","Nebraska",5225,45.1,67719,31955,83.1,109295,584,19.2,8.6,31,39.60000038146973,38.5,17.2,4.6,21.8,37,5,7.7,12
"Schley","Schley","Schley County","Georgia",5221,37.8,44448,27516,71.5,119301,626,30.3,12.4,34.8,47.19999885559082,39.4,7.8,5.5,13.3,49.1,9.7,17.2,14.2
"Hyde","Hyde","Hyde County","North Carolina",5213,40.9,39663,20806,67.8,138587,775,28.2,19.2,38.7,57.900001525878906,32.9,7.5,1.7,9.2,17.7,6.6,24.3,17.4
"Calhoun","Calhoun","Calhoun County","Arkansas",5192,44.5,46417,23725,84.8,73210,640,42.6,15.8,44.7,60.500000953674316,28.1,7.4,4,11.4,42.9,4.4,13.4,9.3
"Lincoln","Lincoln","Lincoln County","Nevada",5180,44.4,58462,30739,74.8,136266,606,15.3,13.8,34.3,48.09999942779541,32.3,12.1,7.5,19.6,41.9,7.6,5.5,9.4
"Johnson","Johnson","Johnson County","Nebraska",5161,40.9,54712,28603,73.4,93267,646,24.5,13.7,42.8,56.499999046325684,26.1,12.4,5,17.4,27,1.6,8.5,6.1
"Craig","Craig","Craig County","Virginia",5110,46.3,55708,30199,76.4,164067,566,NULL,9.2,37.5,46.69999980926514,29.7,16.2,7.4,23.6,51.8,1.9,8.9,3.5
"Pickett","Pickett","Pickett County","Tennessee",5079,50.1,39554,21654,81.7,140270,538,25.1,25.6,38.2,63.80000114440918,26.7,5.5,3.9,9.4,42.9,4.9,20,4
"Gallatin","Gallatin","Gallatin County","Illinois",5064,45.6,44076,26342,77.1,71267,439,22.8,13.1,39.8,52.89999961853027,36.3,7.7,3.2,10.9,37.6,4.7,20.8,3
"Thayer","Thayer","Thayer County","Nebraska",5057,46.5,51821,30097,78.6,70520,591,17.6,7.6,35.6,43.19999837875366,37.9,13.6,5.2,18.8,37.3,1.6,9.7,4.9
"Rooks","Rooks","Rooks County","Kansas",5053,44.7,49415,26245,77,77184,550,22.2,11.3,30.4,41.69999980926514,35.2,16.8,6.2,23,35.3,3.1,7.8,6.8
"Scott","Scott","Scott County","Illinois",5005,44.6,57118,30248,79.9,89314,542,21,6.5,47.7,54.20000076293945,29.9,10.7,5.1,15.8,40.7,5.9,13,2.7
"Garfield","Garfield","Garfield County","Utah",4998,41.9,54565,23253,79.5,178175,688,22.3,7.3,36.2,43.500000953674316,30.6,18,7.8,25.8,49.8,3.2,16.5,15.8
"Big Stone","Big Stone","Big Stone County","Minnesota",4996,49,53900,28857,72.9,96356,606,26,7.4,45,52.40000009536743,32.3,10.9,4.5,15.4,42.1,2.9,10.1,4.8
"Ringgold","Ringgold","Ringgold County","Iowa",4964,44,55271,29532,77.2,96227,667,26.1,7.3,36.9,44.20000171661377,34.5,14.9,6.5,21.4,44.6,4.6,8.7,4.1
"Dillingham","Dillingham","Dillingham Census Area","Alaska",4961,30.2,56898,23136,62,156983,1020,27.9,13.7,37.2,50.90000057220459,27,9,13.1,22.1,59.2,11.9,17.2,20.9
"Kingsbury","Kingsbury","Kingsbury County","South Dakota",4944,45.1,61699,33683,79.5,105593,500,16.6,9.3,39.1,48.39999866485596,30.1,14.5,7.1,21.6,44.6,0.7,8.2,4.2
"Dickey","Dickey","Dickey County","North Dakota",4938,41.9,65492,33423,74.3,118646,650,17.7,8.7,27.8,36.499999046325684,34.8,21.7,7.1,28.8,33.7,2.5,5.2,4.5
"Dewey","Dewey","Dewey County","Oklahoma",4922,39.2,52428,26291,76.3,96969,706,26.8,6.2,41.5,47.69999980926514,28.3,17.6,6.5,24.1,34.1,2.6,16.6,16.3
"Scott","Scott","Scott County","Kansas",4917,39.7,65417,30737,70,139165,815,24,15.6,27,42.60000038146973,32.4,19.2,6,25.2,53.6,1.1,6,5.4
"Scotland","Scotland","Scotland County","Missouri",4902,37.3,50085,27390,77.5,107487,511,21.7,20.1,41.5,61.60000038146973,24.2,10,4.3,14.3,38.7,3.6,13.3,33.5
"Toole","Toole","Toole County","Montana",4892,43.1,50721,24360,59.4,140147,547,21.1,11.2,40,51.19999980926514,33.5,12.4,2.9,15.3,46,2,12.3,8
"Marshall","Marshall","Marshall County","South Dakota",4891,39.8,63723,32424,73.8,127390,597,19.4,7.9,31,38.90000009536743,37,18.9,5.2,24.1,44.3,2.6,8.5,8
"Mills","Mills","Mills County","Texas",4889,52.1,49306,20128,85.1,144735,624,33.9,17,31.9,48.89999961853027,32.8,13.8,4.4,18.2,41,1.6,15.6,17.8
"Washington","Washington","Washington County","Colorado",4868,41.6,50094,28315,66.9,150193,734,24.3,8.1,34.5,42.60000038146973,42,10.5,4.9,15.4,39.7,2.4,11.8,4.7
"Calhoun","Calhoun","Calhoun County","Illinois",4830,46.8,63009,27843,87.3,126062,617,32.9,8.4,43.4,51.80000114440918,33.9,8.1,6.2,14.3,41.5,3.1,11.6,1.4
"Crane","Crane","Crane County","Texas",4802,32.7,65969,27260,85.6,101641,835,25.3,20.5,32.8,53.29999923706055,32,11,3.8,14.8,38.2,1.4,8.1,15.1
"Ouray","Ouray","Ouray County","Colorado",4796,54.1,66417,34906,72.3,448382,1223,26.7,2.2,15.9,18.09999966621399,34.1,28.1,19.7,47.8,50.7,3.8,7.2,10
"Carlisle","Carlisle","Carlisle County","Kentucky",4784,42.8,45109,25721,81.7,89083,637,30.3,16.7,40.4,57.10000228881836,28,8.4,6.5,14.9,38.2,3.7,16.8,5.7
"Putnam","Putnam","Putnam County","Missouri",4781,45.8,42849,24892,77.2,97189,572,24.3,9.5,42.8,52.29999923706055,28.3,11.7,7.6,19.3,49.3,2.5,17,15.7
"Morrill","Morrill","Morrill County","Nebraska",4781,42.3,46194,26909,71.5,95134,707,24,12.5,32.3,44.79999923706055,35.7,14.2,5.3,19.5,38.2,6.9,8.7,9.3
"Custer","Custer","Custer County","Colorado",4776,59.7,53119,26669,87.2,274841,620,27.9,6.4,20.8,27.19999933242798,40.3,21.8,10.8,32.6,55.5,5.7,12.7,16.2
"Musselshell","Musselshell","Musselshell County","Montana",4766,50.1,43274,26137,72,177771,756,28.6,8.5,42.8,51.29999923706055,32.5,11.4,4.9,16.3,41.3,5.3,12.7,6.8
"Furnas","Furnas","Furnas County","Nebraska",4747,46.9,48838,27219,74.6,73391,628,26.5,11.3,33,44.30000019073486,38.3,13.8,3.6,17.4,35.8,1.8,11,8.2
"Republic","Republic","Republic County","Kansas",4658,50.7,47976,28486,72.9,64692,601,22.6,4.1,34.5,38.59999990463257,35.9,15.7,9.8,25.5,40,1.7,10.8,5.1
"Barber","Barber","Barber County","Kansas",4624,43.6,50174,26147,71.8,70412,563,22.6,8.9,33.7,42.60000038146973,36.7,13,7.6,20.6,42.4,2.5,16.4,10.3
"Cameron","Cameron","Cameron County","Pennsylvania",4611,52,41165,23191,72,77914,600,33.1,9.3,48.3,57.59999942779541,28.7,10.3,3.4,13.7,48,4.6,15.3,3.1
"Hot Springs","Hot Springs","Hot Springs County","Wyoming",4607,46.6,51413,27960,75.2,147082,730,32.2,5.3,29.5,34.80000019073486,41.4,15.3,8.4,23.7,47.5,3,15.2,14
"Tensas","Tensas","Tensas Parish","Louisiana",4561,43.4,27500,15723,67.5,67111,561,32.1,22.5,46.1,68.5999984741211,20,8.3,3.1,11.4,45.5,16.3,34.7,18
"Menominee","Menominee","Menominee County","Wisconsin",4558,32,40921,23783,68,108965,539,22.1,8.1,42.6,50.69999885559082,31.4,10,7.9,17.9,30.3,8.8,35.3,24.8
"Schuyler","Schuyler","Schuyler County","Missouri",4555,40.1,42694,22271,69.3,71370,459,22.2,12.4,46.2,58.60000038146973,28.7,7.5,5.1,12.6,39.7,3.9,17.8,15.1
"Mora","Mora","Mora County","New Mexico",4536,55.2,28446,14398,85.5,94439,703,39.6,10.8,34.1,44.89999866485596,44.2,6,5,11,68.2,9.1,20,5
"Hamilton","Hamilton","Hamilton County","New York",4515,55.3,58675,23364,86.7,165371,783,22.3,22.5,27.2,49.70000076293945,33.4,9.1,7.8,16.9,30.4,3.6,9.9,6.1
"Hickman","Hickman","Hickman County","Kentucky",4510,48,42929,23460,82.8,80332,516,16.5,19.9,41.7,61.60000038146973,22.6,11,4.8,15.8,56.6,7,14.9,4.6
"Mineral","Mineral","Mineral County","Nevada",4460,52.9,35806,24316,70.6,100109,610,27.8,11,35.7,46.70000076293945,38.3,10.2,4.8,15,21.4,11.2,19.8,9.8
"Owsley","Owsley","Owsley County","Kentucky",4442,43.4,30284,17266,68.4,67053,316,21.5,31.2,36.8,68,15.8,7.3,8.9,16.2,37.6,12.1,30.3,3.5
"Holt","Holt","Holt County","Missouri",4432,48.5,49524,28772,76.2,94268,510,16.7,8.9,43.3,52.19999885559082,28.1,12.2,7.5,19.7,48.3,3.3,10.1,8.5
"Hudspeth","Hudspeth","Hudspeth County","Texas",4415,37,31677,14326,71.9,50711,660,24.3,44.5,30.6,75.10000038146973,14.2,10,0.7,10.7,39.8,6.6,24.4,26.5
"Sharkey","Sharkey","Sharkey County","Mississippi",4404,41.2,29394,20299,64.1,62816,510,30.3,22.5,27.9,50.39999961853027,30,13.3,6.3,19.6,25.2,16.2,27.4,17.8
"Grant","Grant","Grant County","Oklahoma",4397,42.6,57727,31615,76.6,81222,720,16.4,9.3,36.9,46.20000171661377,29.1,18.2,6.4,24.6,41.8,3.7,6.9,9.9
"Dunn","Dunn","Dunn County","North Dakota",4395,39,76719,37402,77,192574,1031,19.6,8.9,33.7,42.60000038146973,36.1,16.7,4.6,21.3,37.3,2.5,8.1,18.8
"Oneida","Oneida","Oneida County","Idaho",4385,38.6,53841,24288,79.9,167574,748,26.9,9.8,34.9,44.70000171661377,38.2,15.4,1.8,17.2,45.5,1.1,11.4,7.7
"Kimble","Kimble","Kimble County","Texas",4373,52.1,43328,25094,76.2,149396,732,31.2,14.9,32.9,47.80000114440918,29.7,12.6,9.9,22.5,50.8,4.1,22.3,18.3
"Sioux","Sioux","Sioux County","North Dakota",4373,28.2,38939,21213,43.4,103992,450,16.1,16.3,32.4,48.70000076293945,36.3,11.8,3.2,15,38,18.7,38.2,31.6
"Guadalupe","Guadalupe","Guadalupe County","New Mexico",4353,43.1,24798,19409,62.6,87085,395,25.8,17.3,47.5,64.79999923706055,27.6,3.6,4,7.6,38,7,15.4,5.1
"Deuel","Deuel","Deuel County","South Dakota",4318,42.8,65437,32314,79,131426,629,17,8.9,36.9,45.80000114440918,32,18,4.1,22.1,40,0.8,8.7,7.6
"Florence","Florence","Florence County","Wisconsin",4314,53.6,52181,27257,86.2,129482,480,27.3,6.9,37.6,44.499998569488525,35.5,14.2,5.7,19.9,53.3,5.5,10.3,5.5
"Kittson","Kittson","Kittson County","Minnesota",4311,48.1,59643,32384,80.5,82571,617,23,5.5,36.2,41.70000076293945,32.5,17.6,8.3,25.9,42.8,2.1,11.2,6.3
"Bath","Bath","Bath County","Virginia",4307,47.8,49738,30285,75.3,171919,537,14.1,9.7,42.9,52.60000133514404,31.5,11.3,4.6,15.9,39.6,8,10.9,11.6
"Hidalgo","Hidalgo","Hidalgo County","New Mexico",4297,43.1,42526,20866,70.6,89780,501,24.2,17.7,35.1,52.79999923706055,32.5,9.6,5,14.6,45.9,7.6,25.8,4.2
"Phillips","Phillips","Phillips County","Colorado",4290,37.1,51155,31635,71.9,150413,751,18.3,11.5,33.1,44.599998474121094,31.6,16.6,7.3,23.9,37,1.4,6.1,14.3
"Wahkiakum","Wahkiakum","Wahkiakum County","Washington",4268,55.1,53227,26813,86.7,221546,760,30.2,7.9,30,37.90000009536743,42.7,11.4,7.9,19.3,41.6,7.5,7.3,5.8
"Mineral","Mineral","Mineral County","Montana",4251,51.7,41705,21457,74,164109,565,25.1,11.1,37,48.10000038146973,35.8,11.4,4.7,16.1,35.7,7.1,18.6,7.7
"Nuckolls","Nuckolls","Nuckolls County","Nebraska",4244,49.2,43388,24586,75.8,66788,495,29.2,8.1,34,42.10000038146973,37,14.2,6.7,20.9,46.2,1.9,11.2,6.7
"Valley","Valley","Valley County","Nebraska",4206,46.2,55324,27008,74.3,109371,579,19.6,7.7,34.2,41.90000057220459,33.9,18.3,5.9,24.2,39,1.1,9.4,8.6
"Pope","Pope","Pope County","Illinois",4203,52.5,38056,21153,82.5,102717,313,31.3,14,36,50,36.9,7.7,5.3,13,47.1,15.7,15.3,4
"Mason","Mason","Mason County","Texas",4186,46.3,42276,26329,70.6,171857,800,34.4,12.3,26.7,39.000000953674316,33.4,20,7.6,27.6,30.9,5.3,10.7,19
"Gregory","Gregory","Gregory County","South Dakota",4186,45.4,43438,25806,71.6,84420,527,23.5,10.6,35.6,46.19999885559082,33.6,14.3,5.8,20.1,37.5,0.9,14.3,9.8
"Stafford","Stafford","Stafford County","Kansas",4181,44.1,49375,28120,81.2,62388,617,25,9.3,29.3,38.59999942779541,36.1,18,7.2,25.2,33.3,4.3,12.5,11
"Meade","Meade","Meade County","Kansas",4180,37.9,59316,31543,69.2,95502,633,17.4,19.3,26.4,45.69999885559082,34,13.5,6.8,20.3,37.3,1.3,6.5,12.4
"Custer","Custer","Custer County","Idaho",4169,53,40875,19388,78.6,188058,608,37.4,10.6,28.6,39.20000076293945,36.4,18.8,5.6,24.4,43.8,3.6,18.4,9.2
"Corson","Corson","Corson County","South Dakota",4150,28.7,35759,21172,53.8,59187,443,24,16.2,33.6,49.79999923706055,32.4,14.8,3.1,17.9,37.7,23.7,44.8,23.7
"Union","Union","Union County","New Mexico",4133,39.8,35884,23643,64.9,88168,557,23,18.1,46.8,64.89999961853027,23.4,6.2,5.5,11.7,54.5,2.7,19.4,13.9
"Pierce","Pierce","Pierce County","North Dakota",4126,45.8,55660,27453,73.6,117754,680,39.3,6.7,35.2,41.90000057220459,37.2,15.6,5.3,20.9,40.9,0.9,16.7,3.1
"LaMoure","LaMoure","LaMoure County","North Dakota",4125,47.9,60806,35498,76.9,107622,501,14.5,13.8,28.9,42.69999980926514,32.7,18.5,6.1,24.6,43.6,0.6,14.7,3.9
"Adams","Adams","Adams County","Idaho",4097,55.2,48856,26878,80.3,216497,685,22.9,9.8,34.9,44.70000171661377,34.2,12.4,8.8,21.2,52.4,8.6,12.1,12
"Tyrrell","Tyrrell","Tyrrell County","North Carolina",4095,46.2,35300,19358,68.3,115872,760,35.1,26,36.5,62.5,27,7.7,2.8,10.5,17.4,5.2,22.5,13.3
"Phillips","Phillips","Phillips County","Montana",4077,49,46212,26228,77.1,128002,528,19,9.1,39.5,48.60000038146973,34.2,12.4,4.8,17.2,28.1,7,12.4,16.2
"Haskell","Haskell","Haskell County","Kansas",4018,36.9,55064,28841,76.2,104389,623,17.3,27.6,19.3,46.89999961853027,36,12.8,4.3,17.1,34.1,3.2,10.5,17.7
"Red Lake","Red Lake","Red Lake County","Minnesota",4015,42.7,58576,32688,83.6,113368,554,25.2,7.4,37.5,44.90000009536743,39,13,3.2,16.2,28.7,2.9,10.5,3.6
"Ellis","Ellis","Ellis County","Oklahoma",4015,44.1,53245,26869,74.2,90053,677,23.1,14.2,34.5,48.69999980926514,31.2,15.4,4.8,20.2,37.8,6.6,16,13.7
"Hemphill","Hemphill","Hemphill County","Texas",3994,36.4,70625,35830,71.3,150245,823,21.8,17.9,31.5,49.39999961853027,29.4,16.3,4.9,21.2,30.1,5.1,8.2,23.7
"Columbia","Columbia","Columbia County","Washington",3992,50.2,53423,31349,67.9,180109,763,23.4,8.8,21.7,30.500000953674316,43.9,15.4,10.2,25.6,49.3,5.4,11.3,4.8
"Storey","Storey","Storey County","Nevada",3988,50.9,66292,36864,90.4,241630,669,18.1,6.4,27.8,34.19999933242798,34.5,21.8,9.6,31.4,52.2,3,8.2,10.1
"Echols","Echols","Echols County","Georgia",3981,40.6,39494,24410,67.8,62886,669,40.4,25.8,41.9,67.70000076293945,22.5,5.9,3.8,9.7,31,3.2,24.1,23.5
"Wells","Wells","Wells County","North Dakota",3976,51.6,57582,35014,78.7,97288,620,23.6,13,32.9,45.900001525878906,31.9,19.1,3,22.1,41.3,2.6,8.6,3.5
"Norton","Norton","Norton City","Virginia",3970,37.5,29000,19756,50.1,97038,618,50.6,16,24,40,37.3,14.9,7.9,22.8,42.9,10.6,28.2,11
"Knox","Knox","Knox County","Missouri",3947,44.1,40000,20024,82.6,79622,556,26.3,13.1,43.2,56.30000114440918,26.5,11.6,5.6,17.2,39.5,6.9,18.8,20.8
"Hardeman","Hardeman","Hardeman County","Texas",3945,43.5,41859,19629,67.9,42451,539,22.2,21.1,32.7,53.80000114440918,32.5,9.9,3.8,13.7,29.1,7.7,13.9,13.9
"Hardin","Hardin","Hardin County","Illinois",3939,46.8,51250,23420,82,80518,401,19.8,20.4,32.3,52.69999885559082,36.5,8.6,2.1,10.7,36.3,13.6,13.1,8.1
"Edmunds","Edmunds","Edmunds County","South Dakota",3909,42.4,71324,36104,82,117738,604,26.5,6.9,34.5,41.40000009536743,32.3,19.5,6.8,26.3,39.7,1.5,4.7,4.6
"Kearny","Kearny","Kearny County","Kansas",3907,34.7,52599,26867,76.1,112073,645,21.9,24.1,32.4,56.50000190734863,28.8,8,6.7,14.7,33,2.2,19.6,15.2
"Sargent","Sargent","Sargent County","North Dakota",3872,45.2,63073,40227,72.8,108774,711,16.5,8.1,36.4,44.50000190734863,37.1,15.7,2.8,18.5,32.1,1.3,4.2,3.8
"Fisher","Fisher","Fisher County","Texas",3856,44.6,46146,27609,73.6,66963,605,24.9,13.9,34.7,48.60000038146973,32.8,13.6,5,18.6,39.3,4.4,15.1,12.6
"Lyman","Lyman","Lyman County","South Dakota",3848,35.5,53862,25879,67.2,105862,568,17.3,10.3,36.9,47.20000171661377,32.4,15.7,4.7,20.4,36.5,7,20.5,16
"Lewis","Lewis","Lewis County","Idaho",3838,48.6,41198,23597,69.4,131711,593,28,11.5,29.6,41.10000038146973,40.9,13,4.9,17.9,45.2,6,16.2,15.1
"Sutton","Sutton","Sutton County","Texas",3824,38.6,54306,30298,69.2,103523,635,15.5,26.1,33,59.10000038146973,23.8,11,6.1,17.1,32,7.4,13.9,17.8
"Cavalier","Cavalier","Cavalier County","North Dakota",3803,49.5,64798,35633,80.7,104006,571,13.6,8.1,31.5,39.60000038146973,40.9,15.7,3.7,19.4,49.1,1.5,11,5
"Chase","Chase","Chase County","Nebraska",3783,43.5,57009,31402,75.6,129238,687,17.5,11.9,25.8,37.69999885559082,41.3,15.7,5.3,21,33.3,2.5,9.7,8.1
"Lake of the Woods","Lake of the Woods","Lake of the Woods County","Minnesota",3771,50.9,49967,24131,80.9,162060,678,23.3,7,38.6,45.599998474121094,37.7,13.3,3.3,16.6,43.1,3.6,10.7,2.9
"Reagan","Reagan","Reagan County","Texas",3766,30,74868,38030,67.4,104713,842,19.1,17.8,41.9,59.70000076293945,29.8,7.4,3.1,10.5,21.5,5.7,9.6,22.1
"Harper","Harper","Harper County","Oklahoma",3760,39.7,46154,26495,78.4,77773,707,25.4,18.2,33.1,51.29999923706055,29.4,13.9,5.4,19.3,27.5,2.8,15.3,12.3
"Costilla","Costilla","Costilla County","Colorado",3745,51.9,30965,18902,69,122087,532,31.6,19,24.5,43.5,37.2,10.8,8.5,19.3,37.1,9.6,27.3,11.5
"Knox","Knox","Knox County","Texas",3705,39.5,48798,26690,82.9,44388,513,19.8,18.1,34.3,52.39999961853027,27.5,12.6,7.5,20.1,41,3.7,15,16.8
"Clark","Clark","Clark County","South Dakota",3685,41.4,48980,24856,79.4,106190,554,22.1,8.8,42.2,51.000000953674316,30,14.8,4.2,19,38.7,3.7,9,6.7
"Adams","Adams","Adams County","Iowa",3670,47.3,49255,30028,81.7,96917,549,18.4,6.2,39.1,45.29999828338623,39.1,11.9,3.6,15.5,42.3,3.9,14.1,5.8
"Sweet Grass","Sweet Grass","Sweet Grass County","Montana",3670,52,49886,26618,72.3,256604,708,20,5.4,36.6,41.999998569488525,32.6,17.4,8,25.4,44.9,0.8,5.7,5.8
"Roger Mills","Roger Mills","Roger Mills County","Oklahoma",3667,40.6,51302,27069,75,110311,585,23.2,11.6,36.4,48.00000190734863,35.9,9.5,6.7,16.2,35.9,6.3,17.3,13.3
"Upton","Upton","Upton County","Texas",3659,39.6,52171,28795,73,67256,717,20.9,24.4,41.2,65.60000038146973,24.7,6.2,3.4,9.6,38.4,5.2,14.1,11.2
"Kinney","Kinney","Kinney County","Texas",3659,49.8,26738,19296,76.6,66868,515,33.7,21.5,36.8,58.29999923706055,29.6,6.6,5.5,12.1,19.2,2.8,19.6,10.8
"Mercer","Mercer","Mercer County","Missouri",3644,42.9,47298,25028,78.6,88651,495,21.6,11.6,47.3,58.89999961853027,22.3,11.6,7.3,18.9,33.5,2.5,10.1,16
"Kimball","Kimball","Kimball County","Nebraska",3633,46.3,53403,28264,71.4,79140,741,22,11.3,36.3,47.59999942779541,36.3,11.2,5,16.2,37.6,5.9,10.8,13.6
"Smith","Smith","Smith County","Kansas",3627,51.4,43429,25739,77.1,69564,473,14,7,35.9,42.900001525878906,34.8,16.9,5.4,22.3,37,2.7,11.3,8.6
"Baylor","Baylor","Baylor County","Texas",3577,45.9,40739,22319,72.4,70803,523,25.7,14.5,35,49.5,27.7,17.5,5.4,22.9,42.6,2.4,11.7,14.6
"Baca","Baca","Baca County","Colorado",3561,46,35878,23096,71,90328,443,19.6,13.8,28,41.80000019073486,36.8,15.5,5.9,21.4,42.1,2.1,19,6.8
"Nance","Nance","Nance County","Nebraska",3544,44.8,49032,27654,80.5,77913,586,17.3,6.8,37.7,44.500000953674316,37.2,9.1,9.2,18.3,40.9,3.2,11.4,5.8
"Webster","Webster","Webster County","Nebraska",3537,45.1,46188,29290,79.6,77392,458,18.8,6.2,35.5,41.69999980926514,35.3,15.1,7.9,23,33.5,2.1,10.8,6.4
"Osborne","Osborne","Osborne County","Kansas",3530,46.7,51286,27770,74.8,67500,535,23.5,6.1,34.6,40.69999837875366,35.7,18.5,5.1,23.6,40.8,1.6,14.8,7.9
"Catron","Catron","Catron County","New Mexico",3526,58.1,41910,22920,87.7,176779,725,17.2,5.9,47.1,52.999998569488525,31.3,11.2,4.5,15.7,54.2,8.2,16.4,10.7
"Crockett","Crockett","Crockett County","Texas",3484,38.8,47386,31618,73.9,104197,554,21.2,23,33.5,56.5,29.5,10.2,3.8,14,30.1,0,18.6,21
"Sheridan","Sheridan","Sheridan County","Montana",3483,46.3,55521,30951,78.8,126682,727,20.5,8.1,32.1,40.19999885559082,35.9,17.3,6.6,23.9,40.2,2.1,10.1,9
"Bennett","Bennett","Bennett County","South Dakota",3425,28.6,47500,24988,60.5,75830,564,18.6,19.6,33,52.60000038146973,31.7,13.5,2.3,15.8,24.9,12.7,35.9,24.6
"Harlan","Harlan","Harlan County","Nebraska",3415,45.3,49835,30629,79.4,100324,634,24,7,27.2,34.20000076293945,43.5,17.4,5,22.4,34.5,1.1,10.5,6.7
"Real","Real","Real County","Texas",3408,47.4,35862,20868,76.5,124512,743,33.5,16.7,30.4,47.10000038146973,35.5,12.5,4.9,17.4,32.6,1.4,24.7,26.6
"Hanson","Hanson","Hanson County","South Dakota",3399,36.7,64696,31341,87.9,129676,782,16.9,7.8,37.3,45.09999942779541,36.5,15,3.5,18.5,46.8,2.3,7.7,6.7
"Lipscomb","Lipscomb","Lipscomb County","Texas",3398,34.7,59091,27259,73.8,98197,726,21.8,17.9,32.6,50.49999809265137,29.9,14,5.7,19.7,34.5,6.1,12.9,19.9
"Aleutians East","Aleutians East","Aleutians East Borough","Alaska",3385,42.5,69250,29177,63.8,120097,939,17.2,14.5,43.5,58,30.5,8,3.6,11.6,33.2,3.9,13.8,46.3
"Donley","Donley","Donley County","Texas",3342,41.4,42961,23774,70.3,69546,664,26.8,11.3,34,45.30000019073486,36.8,12.4,5.5,17.9,31.9,2.5,14.7,14.1
"Chautauqua","Chautauqua","Chautauqua County","Kansas",3323,47.9,40298,22456,77.7,47729,601,29.5,13.4,34.8,48.19999885559082,35.9,12.1,3.7,15.8,47.7,6.8,18.5,12.8
"Granite","Granite","Granite County","Montana",3311,54.3,49881,24408,79.1,231129,515,19,7.8,31.5,39.30000019073486,31.8,20.3,8.6,28.9,32.7,3.4,7.9,6.9
"Traverse","Traverse","Traverse County","Minnesota",3311,47.5,51957,32362,79.6,81035,620,21,6.7,35.4,42.10000133514404,40.4,12.2,5.2,17.4,41.6,4,9.9,2.9
"Emmons","Emmons","Emmons County","North Dakota",3310,50.9,55902,31352,85.9,96682,484,15.7,12.7,35.2,47.90000057220459,33.9,14.9,3.3,18.2,25,1.5,9.9,4.9
"Coke","Coke","Coke County","Texas",3303,48.1,45000,25556,74.1,70280,619,22.6,16.3,34.1,50.39999771118164,31.8,10.4,7.5,17.9,31.4,2.9,12.5,14.8
